deviceid,timestamp,condition,order1_fftg,order1_fftv,order2_fftg,order2_fftv,order3_fftg,order3_fftv,order4_fftg,order4_fftv,order5_fftg,order5_fftv,order6_fftg,order6_fftv,order7_fftg,order7_fftv,order8_fftg,order8_fftv,speed,temperature
2_X,2020-03-11 13:43:26,SIandWI,0.8162708707365545,82.60562499366968,0.017059266045716573,0.8528543241512974,0.10659104100143764,3.49994879969347,0.15553220540826299,3.900984277941008,0.3926291485612142,7.900722828025475,0.7786780141560441,12.942462192465996,0.3342258763267264,4.779502941280282,0.12781511189586456,1.6505280947301337,659.87451171875,30.40288543701172
2_X,2020-03-11 13:43:26,SIandWI,0.8162708707365545,82.60562499366968,0.017059266045716573,0.8528543241512974,0.10659104100143764,3.49994879969347,0.15553220540826299,3.900984277941008,0.3926291485612142,7.900722828025475,0.7786780141560441,12.942462192465996,0.3342258763267264,4.779502941280282,0.12781511189586456,1.6505280947301337,659.87451171875,30.40288543701172
1_Y,2020-03-11 13:44:37,SIandWI,0.9963857788965538,100.85162712006053,0.02023239793253797,1.017636702200672,0.03787739223796381,1.2640832441834753,0.22931033353758118,5.754943822380169,0.22759076469107808,4.569883366601767,0.16743660085597503,2.789974935901279,0.14177267687625544,1.999185761980684,0.11454347783904484,1.4639664598700253,659.7702026367188,30.636171340942383
2_X,2020-03-11 13:45:48,SIandWI,0.7852305034605239,79.46099653673252,0.021284450448332107,1.089200253067255,0.15713583156354097,5.1954227797824,0.1362534657382897,3.425060789264301,0.4271632872901763,8.577356980581627,0.551342601421985,9.195254229872674,0.5445413214392565,7.807581767391543,0.17368147520889232,2.1891217694884952,660.0722961425781,30.697540283203125
2_X,2020-03-11 13:46:59,SIandWI,0.8416890075062696,85.177754305849,0.030687716481144912,1.5351970373214772,0.14331272176766194,4.718807619713026,0.13749119665833742,3.4490431401826616,0.48556962125778685,9.742538332108404,0.5130611379255565,8.530806469705725,0.3960057917349783,5.653290152568754,0.1378285509241363,1.7370348012550818,659.8141479492188,30.82034683227539
2_X,2020-03-11 13:48:11,SIandWI,0.8491461999666949,85.9342473985112,0.010254216259352245,0.515069328967663,0.14218490196256417,4.686926104413672,0.13981772425724867,3.5127672481704604,0.4311490311058029,8.662948575551715,0.5356091153883966,8.89890352837225,0.19940711467517833,2.8641753443121583,0.18851400200880447,2.368671082692182,660.0173645019531,30.697540283203125
1_X,2020-03-11 13:20:46,SIandWI,0.5718484234307968,57.87972570884733,0.018488908104254093,0.9220281115315762,0.13735044017175246,4.569993836909982,0.18757926044254103,4.717963327068748,0.6219333868704582,12.489455558314473,0.7093075155032265,11.884647869211097,0.6476639743784923,9.254923147052056,0.08371487462407017,1.0751766703980832,659.5619201660156,30.341480255126953
2_X,2020-03-11 13:21:59,SIandWI,0.8083155256748019,81.7985663837034,0.011646871663243694,0.5795262007105855,0.12003888515807418,3.939082108173165,0.12747812520785687,3.2046208254323316,0.41898597308046376,8.413352661170627,0.8950954595964771,14.878456342755177,0.5392325111482849,7.728693817739226,0.16683293248680106,2.097803634727387,659.7647399902344,30.36603546142578
2_X,2020-03-11 13:23:10,SIandWI,0.8771968167137543,88.77360553736251,0.013603629551903107,0.6783453782149149,0.1274758812171172,4.187271432045116,0.160457816705929,4.024520611643956,0.38893213140697996,7.824569278748091,0.7243281110133496,12.04483329712728,0.6131715960564399,8.753246283312803,0.11418518047347818,1.4558220925594663,659.8546447753906,30.218708038330078
2_X,2020-03-11 13:24:21,SIandWI,0.8429963749312098,85.30927525800094,0.011546964835931393,0.5742942372491013,0.15378330813033095,5.05556166663927,0.12443120328899777,3.130415707789776,0.44446906517263896,8.921648511237933,0.44625440346033013,7.455193441684786,0.4444698988292919,6.343521149301457,0.20966709806112668,2.6598313933222477,659.7647399902344,30.28011131286621
2_X,2020-03-11 13:25:34,SIandWI,0.8212023377526295,83.10494692901966,0.01784247200006128,0.8896119376528006,0.142573958063412,4.698780929452253,0.15996849198533566,4.012027992491752,0.3916831551046729,7.887045448501771,0.6198978612482597,10.31109666472862,0.44626365182602074,6.420466996392658,0.1462091720980016,1.8695424580928326,659.9019775390625,30.28011131286621
1_Y,2020-03-11 13:26:45,SIandWI,0.9723897601474274,98.42315596586077,0.013876741929261503,0.7032774367671608,0.05287691818260673,1.7677144807964864,0.23838609379017336,5.987318626308271,0.21763557186016314,4.375180995818665,0.1127566113527545,1.8901190165263566,0.14892228434870441,2.0971115651742163,0.10527695748892607,1.3591762580798976,659.7647399902344,30.316926956176758
2_X,2020-03-11 13:27:57,SIandWI,0.8079761959262378,81.76251390482626,0.024438726528724173,1.2157872792950621,0.10817985870505696,3.544987045170524,0.11546726177881206,2.89951518972855,0.48468138873207883,9.735071158328951,0.6980314034906415,11.633300823927136,0.5278498526340929,7.538434683929069,0.12237798720075556,1.5568507819139217,659.5946044921875,30.550212860107422
2_X,2020-03-11 12:30:38,WI,0.0,0.0,0.009290920099534791,0.9426547494526073,0.008635043070625788,0.6169778864640286,0.002420631175664629,0.14467103253259184,0.0,0.06148860024374742,0.0,0.027746992328120994,0.0,0.038932871800197784,0.0,0.04870608636807868,329.6875915527344,29.10138702392578
1_Y,2020-03-11 12:41:20,WI,0.13310236678126997,13.47221559506626,0.007364475173475288,0.3697740734356133,0.045436693443787826,1.5066190706601879,0.3149217200489939,7.913531466211084,0.1490335484443166,2.9971637605780863,0.0920556948465283,1.5331468491002276,0.14216850779806497,2.0008370421687367,0.15437529951956422,1.966959987780871,659.885498046875,29.12594223022461
2_X,2020-03-11 12:42:32,WI,0.6413730179262356,64.90504735365887,0.02280438171999713,1.1466444428092266,0.1479171968998981,4.862940251001643,0.08152015603750092,2.050293521682408,0.1940935618893766,3.889748796348551,0.8048611363037673,13.329141173958975,0.3666343107600079,5.230910875576568,0.1329473314616407,1.7316585470511787,659.8910217285156,29.21190071105957
2_X,2020-03-11 12:43:43,WI,0.6411743958284918,64.88398385128744,0.028995021577230905,1.45127465841798,0.17951628557376256,5.9196662016839765,0.0686948882439132,1.7330410999500032,0.27070119509793794,5.415692833111788,0.7014188462624866,11.610047959191775,0.4547920659076261,6.511632752160017,0.10881759403904077,1.4053864739112687,659.9480895996094,29.371522903442383
2_X,2020-03-11 12:44:54,WI,0.6232389568397116,63.07029472216508,0.021655814308424625,1.084366460407626,0.1948868488767798,6.435969958071882,0.060431569375251425,1.523379925140043,0.2305440312928344,4.642061278942094,0.8574520337666445,14.226200451768891,0.29378521864542617,4.209613374998033,0.09251971172824539,1.2312522513145787,659.6061401367188,29.261009216308594
1_X,2020-03-11 12:46:06,WI,0.11802274523710164,11.945265783630473,0.03848298967983197,1.929588892664557,0.06846827701599041,2.3136737564266197,0.03401602413410306,0.8462517932411838,0.3408285882247502,6.825843343181085,0.8402648827791882,14.068319381570658,0.46620256857265174,6.693243604123777,0.08016568225846518,1.009058913130373,659.7427673339844,29.396076202392578
2_X,2020-03-11 12:47:18,WI,0.6297630120571052,63.73036460112711,0.02169720394770615,1.099742226107054,0.10118871551123036,3.3278395731020796,0.08270765628933437,2.0769499494647192,0.2569296046683082,5.170204703481577,0.8704994824499733,14.44527205521492,0.5950805738909831,8.507257937626951,0.14049836616460423,1.8235653284001692,659.7114562988281,29.29785919189453
2_X,2020-03-11 12:48:30,WI,0.6324031609036642,63.99755377403354,0.025921927495336998,1.2997253823474337,0.16351766583831354,5.3951472207327225,0.08380566369408779,2.0937605128140273,0.3205152980683844,6.417925865056941,0.6356341858946566,10.512648604086692,0.5137151016492412,7.349511068064472,0.11458703275497233,1.4980508846814815,659.8196411132812,29.310117721557617
2_X,2020-03-11 12:49:41,WI,0.6129339482162925,62.028995728416696,0.0243616323057933,1.2236469635256075,0.13488481488798437,4.437005137095896,0.08029102628187933,2.011700770170135,0.20863524763046432,4.194137301028641,0.8128364483197794,13.47930761348262,0.5281136057922529,7.536784761527257,0.1697658452648248,2.228434617366795,660.0027160644531,29.371522903442383
2_X,2020-03-11 12:50:53,WI,0.6254800636225417,63.29654528342764,0.025069177771739653,1.2578850542558149,0.19203542469889026,6.331602130374349,0.05537591762247891,1.3884433912702652,0.32049741182291247,6.412734853765727,0.7166491303711019,11.883363044581737,0.6650999459585264,9.513706101708738,0.15312975508479057,1.9519195333705293,659.7384033203125,29.408336639404297
